ObjectKey,FetchDate,State,County,PropertyLink,Address,ListingPrice,BuyWithRedfin,Vendor,Status,PropertyType,Style,LotSize,TimeOnRedfin,YearBuilt,Community,MlsNo,ListPrice,RedfinEstimate,BuyerAgentCommission,EstMoPayment,PriceSqFt
966a7b385c5a4222ddbeeb08044478ce68d06302d7bd3bd6cfd56d2d814d5cd5,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/12579-Woodgreen-St-90066/home/6746634,"12579 Woodgreen St,Los Angeles, CA 90066","$3,999,000","Buy with Redfin: $3,990,659",matterport,Active,"Single Family, Residential Single-Family",Contemporary,"6,462 Sq. Ft.",4 days,2022,Palms - Mar Vista,22-179045,"$3,999,000",,2.5%,"$22,310","$1,078"
dde15e95ccb81bf012f6a44a8745ebf5e23407060180b27bae331aec281e889a,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Altadena/3367-Canyon-Crest-Rd-91001/home/7253466,"3367 Canyon Crest Rd,Altadena, CA 91001","$1,349,000","Buy with Redfin: $1,346,138",matterport,Active,Single Family Residence,,0.72 Acres,21 days,1965,604 - Altadena,PF22135981,"$1,349,000","$1,414,861",2%,"$7,526",$727
15f47fcf47582716f56c8f89a2433849a3c986d81ea37b27a04c64c52ef87bc3,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Canoga-Park/21828-Napa-St-91304/home/5873633,"21828 Napa St,Canoga Park, CA 91304","$839,000","Buy with Redfin: $837,263",matterport,Active,Single Family Residence,,"7,583 Sq. Ft.",38 days,1956,CP - Canoga Park,BB22123280,"$839,000","$845,888",2.5%,"$4,681",$447
e1396f545d610cf11bf6bc30e0a7bc03c525ae1e24883fe614fdc43e9cdea279,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/801-Devon-Ave-90024/home/6824744,"801 Devon Ave,Los Angeles, CA 90024","$7,995,000","Buy with Redfin: $7,979,640",matterport,Active,"Single Family, Residential Single-Family",Colonial,0.26 Acres,8 days,1931,Westwood - Century City,22-175129,"$7,995,000","$7,968,746",2.5%,"$44,604","$1,694"
732f6ad2141491fa238c0a2632df821ca22e0d3753ff29a9a1aa405bb7492a44,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Reseda/6934-Yarmouth-Ave-91335/home/3812796,"6934 Yarmouth Ave,Reseda, CA 91335","$799,000","Buy with Redfin: $797,353",matterport,Active,Single Family Residence,,"6,495 Sq. Ft.",4 days,1949,RES - Reseda,SR22153158,"$799,000",,2.5%,"$4,458",$494
28081128b82ac7b9efb798e0c7119109a26ca696aeaa330d371cdf715f380932,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/1927-W-78th-Pl-90047/home/7281373,"1927 W 78th Pl,Los Angeles, CA 90047","$799,900","Buy with Redfin: $798,251",matterport,Active,"Single Family, Residential Single-Family",Bungalow,"6,700 Sq. Ft.",6 days,1928,Metropolitan Southwest,22-177217,"$799,900","$799,301",2.5%,"$4,463",$336
94cd74db43dbb94ef147f438d3fcbda61806634eae73c0923123ac35368530cd,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/West-Hollywood/728-N-Sweetzer-Ave-90069/unit-403/home/180393734,"728 N Sweetzer Ave #403,Los Angeles, CA 90069","$2,995,000",,matterport,Active,"Townhouse, Residential Condo/Co-Op",Modern,,11 days,2021,West Hollywood Vicinity,22-176655,"$2,995,000","$2,992,102",2.5%,"$17,635","$1,230"
98045e74d201fe6251326320be3e0e47b41c58fa19d8957677e6b75a10f6f78f,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pasadena/345-Sequoia-Dr-91105/home/7184701,"345 Sequoia Dr,Pasadena, CA 91105","$1,649,000","Buy with Redfin: $1,645,520",matterport,Active,Residential Single-Family,Mid-Century,"8,197 Sq. Ft.",10 days,1948,Pasadena SW,22-174615,"$1,649,000","$1,638,049",2.5%,"$9,200",$772
50521321e5c370b10d444ef6db5a20086c33801811e145272493ef23a4a074d5,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Torrance/2240-W-237th-St-90501/home/7660734,"2240 W 237th St,Torrance, CA 90501","$1,000,000","Buy with Redfin: $997,865",matterport,Active,Single Family Residence,,"5,771 Sq. Ft.",5 days,1953,135 - South East Torrance - East,SB22151732,"$1,000,000","$1,011,944",2.5%,"$5,579",$625
86b1f70227d2dbc929df3bf1fc0ada30b898db8e0c898c8066a4e23fb021855d,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Tarzana/19249-Liam-Ln-91356/home/51585264,"19249 Liam Ln,Tarzana, CA 91356","$1,349,000","Buy with Redfin: $1,346,138",matterport,Active,Single Family Residence,,"6,854 Sq. Ft.",25 days,2013,TAR - Tarzana,BB22134835,"$1,349,000","$1,437,442",2.5%,"$7,566",$537
17fb747b1e24e28f2fb191a3dc244673bf4816c4f65d5aeb8230e0e38dc798b2,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Whittier/7332-Autumn-Ave-90606/home/179395222,"7332 Autumn Ave,Whittier, CA 90602","$1,019,990",,matterport,Active,Condo,,,5 days,2022,670 - Whittier,OC22154000,"$1,019,990","$1,019,512",1.47%,"$5,893",$564
1247bced5441b78db4ae2ff6164bbf0b81ea2ed8e2337d9ee95cc9f16f86ee68,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Rowland-Heights/18219-Barroso-St-91748/home/7867416,"18219 Barroso St,Rowland Heights, CA 91748","$729,998","Buy with Redfin: $728,517",matterport,Active,Single Family Residence,,"5,986 Sq. Ft.",31 days,1961,652 - Rowland Heights,BB22127089,"$729,998","$744,205",2%,"$4,073",$521
66aeb299a36722a290539242c9962ad55e55e5d27177fc5883c462067ba147b7,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Burbank/350-S-Reese-Pl-91506/home/5330237,"350 S Reese Pl,Burbank, CA 91506","$1,225,000","Buy with Redfin: $1,222,395",matterport,Active,Single Family Residence,Ranch,"6,648 Sq. Ft.",5 days,1956,610 - Burbank,BB22152568,"$1,225,000","$1,270,285",2.5%,"$6,834",$729
7dde293610226055b2faf45886e7bc71af1567c11172dd30edd544653d41a745,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Lancaster/6115-W-Ave-L12-93536/home/6358090,"6115 W Avenue L12,Lancaster, CA 93536","$560,000","Buy with Redfin: $558,926",matterport,Active,Single Family Residence,Ranch,"9,775 Sq. Ft.",3 days,1989,LAC - Lancaster,SR22156008,"$560,000","$562,933",2%,"$3,124",$248
35d729db6c22b7c2e797a3fa7722e561752199fd31d998fa1c99724d666858c0,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Long-Beach/3855-Brayton-Ave-90807/home/7524283,"3855 Brayton Ave,Long Beach, CA 90807","$850,000","Buy with Redfin: $848,230",matterport,Active,Single Family Residence,,"7,313 Sq. Ft.",5 days,1946,"6 - Bixby, Bixby Knolls, Los Cerritos",PW22150800,"$850,000","$862,963",2.5%,"$4,742",$478
135ef14a22ef0302bcdac4b181dbc08edca862de1f38a4fb141812f39f3efb24,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pasadena/137-N-Oak-Knoll-Ave-91101/unit-11/home/7190626,"137 N Oak Knoll Ave #11,Pasadena, CA 91101","$575,000","Buy with Redfin: $573,885",matterport,Active,Condo,,0.77 Acres,28 days,1985,647 - Pasadena (SW),PF22116810,"$575,000","$599,760",2.5%,"$3,483","$1,087"
19c4054126cf74357a0225188d274eeff1ba777ca231dac7c0b9e1efb3839ff0,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Sylmar/13151-Aztec-St-91342/home/5431594,"13151 Aztec St,Sylmar, CA 91342","$649,000","Buy with Redfin: $647,712",matterport,Active,Single Family Residence,Bungalow,"5,869 Sq. Ft.",12 days,1946,SYL - Sylmar,BB22143109,"$649,000","$651,200",2.5%,"$3,621",$721
7586352e3f471f16650211c77f7d6243685d58df2ef8872f433054598de0f155,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/La-Puente/1109-Finegrove-Ave-91745/home/7842250,"1109 Finegrove Ave,Hacienda Hts, CA 91745","$750,000","Buy with Redfin: $748,470",matterport,Active,Single Family Residence,,"6,543 Sq. Ft.",10 days,1958,699 - Not Defined,DW22147402,"$750,000","$766,785",2%,"$4,184",$587
33000014e0f26a4aea8da4fdccf8b2e2c64b273a9d841df930f26c1930c734cc,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Burbank/565-E-San-Jose-Ave-91501/unit-205/home/8150616,"565 E San Jose Ave #205,Burbank, CA 91501","$799,990","Buy with Redfin: $798,341",matterport,Active,Condo,,0.40 Acres,27 days,2004,610 - Burbank,BB22119474,"$799,990","$821,333",2%,"$4,743",$631
7d7d4f5716ab6e94df7e08cf0e067a4c2013c592c65689e5c5ac14912bb6ab4a,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Torrance/1042-W-Clarion-Dr-90502/home/7645479,"1042 Clarion Dr,Torrance, CA 90502","$799,000","Buy with Redfin: $797,353",matterport,Active,Single Family Residence,,"4,938 Sq. Ft.",13 days,1959,123 - County Strip,SB22144469,"$799,000","$827,058",2%,"$4,458",$570
1040b3028b8b0d7cc5c3e1df55177eff7b19aa04d707f9915fd8acf61efbfdda,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Rancho-Palos-Verdes/30081-Ave-Elegante-90275/home/7750068,"30081 Avenida Elegante,Rancho Palos Verdes, CA 90275","$3,900,000","Buy with Redfin: $3,891,863",matterport,Active,Single Family Residence,,0.31 Acres,6 days,1971,171 - Country Club,PV22143773,"$3,900,000","$3,881,559",2.5%,"$21,758",$962
45cd87c2bc6eae08851983e896c1da643adb6dd784d95855321b256b68a2eb13,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Studio-City/11561-Canton-Dr-91604/home/5250819,"11561 Canton Dr,Studio City, CA 91604","$2,500,000","Buy with Redfin: $2,494,764",matterport,Active,"Single Family, Residential Single-Family",Ranch,"9,240 Sq. Ft.",4 days,1955,Studio City,22-165017,"$2,500,000",,2.5%,"$13,947","$1,084"
f0e23e376d32365abfe664e1a3dff961ec2cb4c6a91addf5e44a1b92ba4250ef,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/620-S-Gramercy-Pl-90005/unit-307/home/8146379,"620 S Gramercy Pl #307,Los Angeles, CA 90005","$425,000",,matterport,Active,Condo,,1.18 Acres,7 days,1990,Hancock Park-Wilshire,22-177635,"$425,000","$426,862",2%,"$2,757",$791
c3591548aefd0f40dc98986bfd503c4586fd9a8a23658401b2e938a4a3726d8a,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/La-Mirada/14174-Bay-ST-90638/home/180455722,"14174 Bay St,La Mirada, CA 90638","$817,990",,matterport,Active,Townhouse,,,6 days,2022,M3 - La Mirada,OC22152423,"$817,990","$820,187",2%,"$4,814",$535
e0f84eab00d1ed53a2a9d1d9ab1e28794b3e7e1102c329f2f8955765678d770c,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Rosemead/8942-Hershey-St-91770/home/6994163,"8942 Hershey St,Rosemead, CA 91770","$868,000","Buy with Redfin: $866,179",matterport,Active,Single Family Residence,,"5,496 Sq. Ft.",11 days,1950,651 - Rosemead/S. San Gabriel,AR22147494,"$868,000","$955,890",2.5%,"$4,843",$440
eeb36b0b1523c4bef86a5db53668eb6f110848561d68f3526599d49ede18f06f,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/El-Monte/11013-Backford-St-91733/home/7801865,"11013 Backford St,El Monte, CA 91733","$699,900","Buy with Redfin: $698,481",matterport,Active,Single Family Residence,Traditional,"5,410 Sq. Ft.",3 days,1959,619 - El Monte,PW22156202,"$699,900","$700,056",2.5%,"$3,901",$521
87e5b1a821e573e071f0f1c1a809a30fb353e36a37d0475f9dcea0995373f661,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/2463-Century-Hl-90067/unit-275/home/6809323,"2463 Century Hl #275,Los Angeles, CA 90067","$1,549,000","Buy with Redfin: $1,545,725",matterport,Active,Townhouse,,18.08 Acres,7 hours,1980,C05 - Westwood - Century City,BB22157514,"$1,549,000","$1,562,834",2.5%,"$11,032",$653
9cf89fcd66b2bc62069ce8cb79449f74f66ff93573fb6d57753ebaaea477148f,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/North-Hills/15045-Nordhoff-St-91343/unit-117/home/5672517,"15045 Nordhoff St #117,North Hills, CA 91343","$489,999",,matterport,Active,Townhouse,,0.63 Acres,4 days,1981,NOH - North Hills,SR22154647,"$489,999",,2.5%,"$3,154",$421
00bbbb6820bcb7e1b52546974618d2844ac7cf269b33622e2666c2ad49e11712,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Glendale/2637-Hollister-Ter-91206/home/7170963,"2637 Hollister Ter,Glendale, CA 91206","$1,175,000","Buy with Redfin: $1,172,499",matterport,Active,"Single Family, Residential Single-Family",Traditional,"7,451 Sq. Ft.",5 days,1939,Glendale-Chevy Chase/E. Glen Oaks,22-176731,"$1,175,000","$1,224,809",2.5%,"$6,549","$1,005"
c4a56a3f19732476abe79d1ca12699c67ec668c6ba53cf0bbd3b248662a62242,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Santa-Monica/1415-23rd-St-90404/home/6767527,"1415 23rd St,Santa Monica, CA 90404","$1,228,800","Buy with Redfin: $1,226,187",matterport,Active,Residential Single-Family,Craftsman,"1,670 Sq. Ft.",20 days,1913,Santa Monica,22-173487,"$1,228,800","$1,249,631",2%,"$6,855","$1,484"
10ebca69d5a7285eeac310a57d9110e6d47db4fea27826d4bdcba1885536c29c,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Santa-Monica/834-Pine-St-90405/home/6774862,"834 Pine St,Santa Monica, CA 90405","$2,389,000","Buy with Redfin: $2,383,995",matterport,Active,"Single Family, Residential Single-Family",Traditional,"6,458 Sq. Ft.",4 days,1947,Santa Monica,22-172737,"$2,389,000",,2.5%,"$13,328","$1,526"
3fdcf6eec8fa763256c5927c6abe3a077ff4d77742e679dcf0c6ac8ae0e9c5cb,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pasadena/690-S-Marengo-Ave-91106/unit-3/home/12361744,"690 S Marengo Ave #3,Pasadena, CA 91106","$859,000","Buy with Redfin: $857,204",matterport,Active,Condo,,0.29 Acres,15 hours,2006,648 - Pasadena (SE),PF22152036,"$859,000","$859,971",2.5%,"$5,191",$632
a62af6459e89d2f8c2cc42c324e10bb09cbb87d7c281202fa453fbd5859822e8,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Gardena/13520-Arcturus-Ave-90249/home/6525025,"13520 Arcturus Ave,Gardena, CA 90249","$989,000","Buy with Redfin: $986,889",matterport,Active,Single Family Residence,,"5,279 Sq. Ft.",4 days,1956,699 - Not Defined,PW22155539,"$989,000",,2%,"$5,518",$695
a0478ef4fe3c808a271b3264113d0eec8bdf9c3095cf2e25e28320401b65c3c0,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Woodland-Hills/22427-Dolorosa-St-91367/home/3225803,"22427 Dolorosa St,Woodland Hills, CA 91367","$979,000","Buy with Redfin: $976,910",matterport,Active,Single Family Residence,,"6,752 Sq. Ft.",33 days,1955,WHLL - Woodland Hills,BB22129933,"$979,000","$988,132",2%,"$5,462",$705
0b4e8f989e3f556a9bbc020ae6e1e14f3822a34ff8603307037715386502d035,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Sherman-Oaks/14141-Dickens-St-91423/unit-211/home/4835801,"14141 Dickens St #211,Sherman Oaks, CA 91423","$649,980","Buy with Redfin: $648,689",matterport,Active,Condo,,0.67 Acres,10 days,1969,SO - Sherman Oaks,PW22150231,"$649,980","$650,955",2.5%,"$4,146",$506
2adf80d6a9fb3e8553e0f92c13059dabc8d2074a9887653ab4cb38c25f09c1b8,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pacific-Palisades/15515-Sunset-Blvd-90272/unit-220/home/6845727,"15515 W Sunset Blvd #220,Pacific Palisades, CA 90272","$1,450,000","Buy with Redfin: $1,446,929",matterport,Active,"Townhouse, Residential Condo/Co-Op",Contemporary,1.91 Acres,11 days,1975,Pacific Palisades,22-175991,"$1,450,000","$1,509,429",2.5%,"$8,899","$1,011"
540990ed8072fe8d84b20a44d1d1ba0ec2db495d76d7c83d3531e8382d003a3a,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/San-Marino/2764-Cumberland-Rd-91108/home/7014890,"2764 Cumberland Rd,San Marino, CA 91108","$1,695,000","Buy with Redfin: $1,691,426",matterport,Active,Single Family Residence,,0.26 Acres,4 days,1939,655 - San Marino,P1-10466,"$1,695,000",,2.5%,"$9,456",$994
aa4b165661aac9b819d59639c030f28b7ccf44ad1aabbaf00e549bbc6213f0e7,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Torrance/4036-W-226th-St-90505/home/7717677,"4036 W 226th St,Torrance, CA 90505","$799,900","Buy with Redfin: $798,251",matterport,Active,Townhouse,,0.81 Acres,5 days,1981,129 - South Torrance,SB22152380,"$799,900","$852,040",2%,"$5,013",$475
9f3ee212b79cb6e2d8a536100a5768c0fcc3ab78013d1680d8a42c57ccfb9338,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Gardena/13308-Ruthelen-St-90249/home/6530070,"13308 Ruthelen St,Gardena, CA 90249","$824,900","Buy with Redfin: $823,199",matterport,Active,Single Family Residence,,"5,305 Sq. Ft.",31 days,1956,114 - Hollypark,SB22131259,"$824,900","$832,261",2%,"$4,602",$629
ff8d4e52175f41d3fc3aafd3a725571bed97d131c342b72f92fdf56d99571a12,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pasadena/1450-Pegfair-Estates-Dr-91103/home/7183356,"1450 Pegfair Estates Dr,Pasadena, CA 91103","$1,999,000","Buy with Redfin: $1,994,808",matterport,Active,Single Family Residence,,0.31 Acres,3 days,1962,645 - Pasadena (NW),P1-10488,"$1,999,000","$2,026,053",3%,"$11,152",$861
5d89d861f4bedbba7cd9121120b67a61b6a5d206504b8840ebba4ef89b15e5d8,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pasadena/102-S-Orange-Grove-Blvd-91105/unit-109/home/143517025,"102 S Orange Grove Blvd #109,Pasadena, CA 91105","$2,590,000","Buy with Redfin: $2,584,577",matterport,Active,Condo,,1.43 Acres,6 days,2016,647 - Pasadena (SW),AR22151513,"$2,590,000","$2,589,943",2.5%,"$15,917",$842
b6fded5cb0d20234edd1574f9ce2ccefd2d520a1e2aad969407f3cc0c807113b,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Redondo-Beach/407-Anita-St-90278/unit-C/home/6716841,"407 Anita St Unit C,Redondo Beach, CA 90278","$1,879,000","Buy with Redfin: $1,875,051",matterport,Active,Townhouse,Contemporary,0.25 Acres,11 days,1990,155 - S Redondo Bch N of Torrance Bl,SB22146125,"$1,879,000","$1,911,267",2.5%,"$10,783",$721
f13550a805cbde0774936b793fe96e15cfa5035b77e105a8dabcbfc711cdda94,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/5907-Saturn-St-90035/home/51587331,"5907 Saturn St,Los Angeles, CA 90035","$1,499,000","Buy with Redfin: $1,495,828",matterport,Active,Single Family Residence,,"1,395 Sq. Ft.",7 days,2014,C09 - Beverlywood Vicinity,OC22151424,"$1,499,000","$1,565,155",2.5%,"$8,363",$750
6a5d0550655e414c7a3f1c0896101f82236b3c144b2781f3bd4727f19293397b,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/La-Canada-Flintridge/4849-Fairlawn-Dr-91011/home/7245791,"4849 Fairlawn Dr,,La Canada Flintridge, CA 91011","$2,999,000","Buy with Redfin: $2,992,728",matterport,Active,Single Family Residence,,0.40 Acres,3 days,1984,634 - La Canada Flintridge,P1-10483,"$2,999,000","$3,086,432",3%,"$16,731",$744
17085b9591c25cb16e60ec1ed15b8ea70582830a4e8599d11cb760da907303aa,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Pasadena/931-E-Walnut-St-91106/unit-407/home/17229366,"931 E Walnut St #407,Pasadena, CA 91106","$899,000","Buy with Redfin: $897,100",matterport,Active,Condo,,,13 hours,2009,648 - Pasadena (SE),P1-10515,"$899,000","$914,268",2.5%,"$5,539",$614
058c7241ba9325acba476faf30af537b008eafaae390e828a1aa8e25d5477904,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Granada-Hills/16710-Blackhawk-St-91344/home/5736960,"16710 Blackhawk St,Granada Hills, CA 91344","$1,100,000","Buy with Redfin: $1,097,656",matterport,Active,Single Family Residence,,0.35 Acres,1 day,1957,GH - Granada Hills,AR22153378,"$1,100,000",,2%,"$6,137",$583
1597b0f7429fbff115bda75f77f151ee557626b75b190944bcc599b8d0008c60,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/6620-4th-Ave-90043/home/6420158,"6620 4th Ave,Los Angeles, CA 90043","$969,000","Buy with Redfin: $966,932",matterport,Active,Residential Single-Family,Traditional,"4,802 Sq. Ft.",11 days,1926,Park Hills Heights,22-176643,"$969,000","$968,006",2%,"$5,406",$597
ee0926c6cc042798ef0cec8fe183c38b6fea0f4f87ce5eaaea000106fb5b9485,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/1246-Armacost-Ave-90025/unit-6/home/8182973,"1246 Armacost Ave Ph 6,Los Angeles, CA 90025","$1,168,000","Buy with Redfin: $1,165,514",matterport,Active,Condo,,0.46 Acres,6 days,2005,WLA - West Los Angeles,AR22143763,"$1,168,000","$1,166,693",2.25%,"$7,016",$784
a06a710fb06841bb08a38f13b501d1f9311c1aa54f5f8b1aaf5f61f023a1a88a,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Covina/4722-Larkin-Dr-91722/home/7931025,"4722 N Larkin Dr,Covina, CA 91722","$778,000","Buy with Redfin: $776,402",matterport,Active,Single Family Residence,,"7,041 Sq. Ft.",38 days,1953,614 - Covina,BB22123080,"$778,000","$789,251",2%,"$4,340",$518
419e8167e963dcf0e788c269f832a560d9f1eeb78f515a164875d05f96e7b3ef,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Palos-Verdes-Estates/2824-Via-Neve-90274/home/7725257,"2824 Via Neve,Palos Verdes Estates, CA 90274","$4,500,000","Buy with Redfin: $4,490,627",matterport,Active,Single Family Residence,"Custom Built, Ranch",0.48 Acres,7 days,1964,160 - Lunada Bay/Margate,PV22138222,"$4,500,000","$4,496,240",2.5%,"$25,105","$1,500"
6836bb2b950ee98a210234554ca2364e7ba6728f09d70038508770f7601d71b9,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Alhambra/3209-Norwich-Ave-91803/home/6994875,"3209 Norwich Ave,Alhambra, CA 91803","$798,000","Buy with Redfin: $796,355",matterport,Active,Single Family Residence,,"5,199 Sq. Ft.",5 days,1937,601 - Alhambra,P1-10429,"$798,000","$867,215",2.5%,"$4,452",$744
d6a38868b35aff40e57919f2b778818cd291f66963adf55ad6787f3aa3c44e19,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Chatsworth/20551-Blairmoore-St-91311/home/5777819,"20551 Blairmoore St,Chatsworth, CA 91311","$1,690,000","Buy with Redfin: $1,686,436",matterport,Active,Single Family Residence,"French, See Remarks",0.26 Acres,3 days,1986,CHT - Chatsworth,SR22155876,"$1,690,000","$1,697,911",2.5%,"$9,428",$384
94a128ae8789acb2635f0753e7b241bc5a05448ffa6146496a396b438f08d697,07/19/2022,CA,Los Angeles County,https://www.redfin.com/CA/Los-Angeles/2927-Waverly-Dr-90039/home/180145879,"2927 Waverly Dr,Los Angeles, CA 90039","$2,099,000",,matterport,Active,"Single Family, Residential Single-Family",Modern,"5,093 Sq. Ft.",4 days,2022,Silver Lake - Echo Park,22-178341,"$2,099,000",,2.5%,"$11,810",$879
