FetchDate,Company,Status,Category,Accession,Filed,Document,Description,Class/Type,Security Level,Period,Operating Revenue,Operating Expenses,Depreciation,Amortization,Grand Total,Download File Location
07/27/2022,BridgeTex Pipeline,complete,Submittal,20220608-8015,06/08/2022,06/08/2022,"BridgeTex Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"91,553,682","27,748,354","5,701,913",,"25,601,803",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bridgetex_pipeline_form6q
07/27/2022,Grand Prix Pipeline,complete,Submittal,20220608-8078,06/08/2022,06/08/2022,Grand Prix Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"128,325,058","35,744,008","16,308,598",,"41,589,094",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/grand_prix_pipeline_form6q
07/27/2022,Stateline Crude,complete,Submittal,20220602-8004,06/02/2022,06/02/2022,"Stateline Crude, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,688,448","2,613,780","939,415",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/stateline_crude_form6q
07/27/2022,3 Bear Delaware Operating-NM,complete,Submittal,20220608-8022,06/08/2022,06/08/2022,"3 Bear Delaware Operating-NM, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,125,115","2,483,995","7,193,365","644,451","2,528,094",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/3_bear_delaware_operating_nm_form6q
07/27/2022,MarkWest Liberty NGL Pipeline,complete,Submittal,20220608-8071,06/08/2022,06/08/2022,"MarkWest Liberty NGL Pipeline, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"27,335,442","9,819,604","6,644,426",,"20,768,242",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/markwest_liberty_ngl_pipeline_form6q
07/27/2022,ONEOK Southeast Texas NGL Pipeline,complete,Submittal,20220608-8056,06/08/2022,06/08/2022,"ONEOK Southeast Texas NGL Pipeline, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,144,255","499,028","312,348",,"8,025,268",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/oneok_southeast_texas_ngl_pipeline_form6q
07/27/2022,Sunrise Pipeline,complete,Submittal,20220531-8074,05/31/2022,05/31/2022,Sunrise Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"17,420,859","5,665,333","1,291,797",,"5,947,533",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/sunrise_pipeline_form6q
07/27/2022,EPIC Y-Grade Pipeline,complete,Submittal,20220609-8040,06/09/2022,06/09/2022,"EPIC Y-Grade Pipeline, LP submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"27,989,774","17,098,974","12,673,348","233,711","23,756,829",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/epic_y_grade_pipeline_form6q
07/27/2022,San Mateo Black River Oil Pipeline,complete,Submittal,20220609-8003,06/09/2022,06/09/2022,"San Mateo Black River Oil Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,626,978","1,365,375","602,519","5,614","1,581,562",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/san_mateo_black_river_oil_pipeline_form6q
07/27/2022,Texamo Crude Oil Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Rattler Midstream Operating,complete,Submittal,20220526-8096,05/26/2022,05/26/2022,Rattler Midstream Operating LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,209,145","2,288,244","20,686,987","503,110",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/rattler_midstream_operating_form6q
